X	Y
4.456374753877057	50.58346922528846
19.50640623965739	52.373877311601305
20.957552996860567	43.15921936537505
43.94330220909148	53.41275858493579
35.53575492719418	48.2923864905082
34.056380168977554	46.236216988099414
15.984753311059125	42.02555693016606
22.019952448415374	58.45283226326652
16.905795450551274	47.50930657129455
24.204852548364553	53.150056599617834
47.838355917034804	45.81261559142549
26.87728321486378	47.02597135588545
6.140969283222014	42.056847101139375
21.05298921549812	49.21715851161105
19.18762457863966	48.83055671717126
0.3916537403590714	56.08908685743489
31.44939868652233	42.4524357018618
37.19990138848655	54.52048760561861
18.732861091996178	46.448432826175704
36.445014734949346	53.49405661710107
17.308531197917095	38.87596945219315
14.652953480490533	48.90350416921666
16.962165326323635	46.97546717343772
10.91701540641652	43.12344216279269
8.74362514418729	38.18636986015516
40.83767984227183	48.0449218986087
47.86246806438487	57.601094012260965
26.573119159319596	50.03760663041435
44.196422622655305	51.7916012938982
18.867524354927372	44.50439224955451
17.091770708329296	48.18599763140543
9.415875131067086	57.598877211308675
6.282274811594063	42.423421023542915
32.99641919533517	49.98501856047543
0.8830288640214901	45.311475987676346
47.58883187160475	56.174047138776
18.978736198427885	55.24490513845321
6.108734166844276	51.86885353351601
16.190115630878854	57.11719975742509
41.02229097742172	44.03829709026217
21.698740126280747	55.02279858080439
31.793881302677008	55.51484900194475
19.840757213443975	54.41736643468058
30.501170065072202	40.52239912440814
46.263855693354344	50.6444664398892
46.56503142366593	50.726197635891225
43.40292526982619	50.438543507419645
20.504372157356947	43.30186418667742
35.64600130236665	51.842719528090605
19.22161205153602	40.73171850993428
35.94480564897175	43.62567548720628
9.717546550686896	49.09170001072257
32.5848106559991	46.88406042157111
48.33483334699199	50.41146904537688
44.14894593415276	58.27899999460288
37.8842269969727	36.309862761620515
5.257506917432886	47.89275137870109
40.36213338144022	52.357505714161555
27.951320405677194	45.74302682909552
45.17000265722825	48.19024250128456
27.35106572455947	55.81034081086551
3.7412178956303164	55.41523329501429
20.710609202136688	49.714957681627126
37.71846723408146	54.65038142338813
39.96442874299685	55.35108769564111
0.8519331069094305	44.56300096132099
15.901935313222843	41.896264027251206
19.158309901161996	48.15238939180391
8.23047025466826	52.87176587895792
30.383466179679225	50.7227421260035
42.63581617911462	55.4377974908938
16.143292700548578	49.17728493774578
31.47506626694843	44.57330177891534
46.16070630404144	49.107700816600016
49.84761576675581	46.229065961596945
26.715646303485595	49.22612059227672
47.15252993739422	42.212444803772776
42.881148239238385	46.26108911233728
39.43444583514192	49.39445105262645
33.20799951738844	52.159756167784955
29.67239594294681	51.616139138450315
16.080855453609207	55.80626262741355
34.07611491541343	39.424390279311034
19.736814451527728	53.78051300359561
9.940720444558837	53.911337496899066
34.82970209481581	48.27380676574376
33.85648770441083	46.4318898827757
10.896743938117364	43.576335009760044
13.325224057164503	48.50929937972493
31.555767833741626	48.046064213608595
30.21003667734769	48.49734701347
11.516408662251166	48.19378194044826
16.020063133557173	41.676379923562834
36.356366986890954	54.560631088134926
7.614448166128007	62.584910721678696
27.531870356025028	50.219092730970154
24.663682234664495	50.60473343218055
21.336046073035853	54.885996765465855
9.218468936803948	44.86818157575368
25.584833838978927	46.051069925645535
37.58982418546722	56.002814819101154
48.71555516715636	42.57691756491582
28.463944445890004	49.39824026813958
49.99134817660867	56.11312368709615
36.50600230124749	59.35966353164316
20.66101893319056	45.8637903372707
25.138657688420444	48.255140584461635
4.305082917916697	59.34499756657938
