X,Y
2.668614415957282,41.60008501365083
40.83546910222481,51.53235114906393
29.14301857592683,44.45978943676811
36.35423174881869,51.7181849337318
43.44537091075152,55.9692309022871
14.758592132801901,52.21834785490527
28.72066275919535,58.74034928446753
18.641815216457157,48.76926063028144
0.987885817712425,49.34562953043236
32.29719886458932,35.341915688419114
32.31223883108242,43.63317308443761
25.98506627550861,50.39696010383135
7.222997967548222,53.1117781424534
32.84181197724985,46.84294478341654
23.729656442895248,50.22077663782677
38.45608026227077,45.37080437258727
28.479399058057787,53.858025463518246
14.714447845793904,59.01615346712883
40.49610885025508,49.673228823762436
49.489390981994745,56.85069668648404
9.067003253697914,57.43059896747194
23.32092953837119,52.78841755842381
37.73761468237116,49.14413620064865
46.880631330620226,43.46087717014218
29.48084796450393,51.64422283032396
20.8283586720959,44.84738859641968
18.453840021759298,45.22936875686471
6.005695223043639,50.1194558799219
42.348850360774804,50.59100063828093
43.467827090612445,52.80398943220213
26.00583120566815,54.3876246872413
17.784637432282818,42.13027967335995
22.881953141786415,46.90385594402314
25.185868781090814,50.44870143437353
21.929151525696433,48.38253703008346
11.89589534072807,46.63269206509891
47.780858027110106,41.790713824272984
44.333225116748196,55.94952397026358
44.89703806318959,49.10829283975907
12.389339809281964,45.712154966337636
9.786172602606714,45.68934887977583
7.817874101868499,47.89904600677053
4.334520258523228,49.60782926133011
35.24711368802522,50.2356519577963
42.98436710081281,58.67031986311302
42.67196036898279,46.94524520363143
30.352082852446177,49.08609073820399
37.788820604581545,47.19428459765083
4.347094967066384,47.866630517623065
40.21652744553263,52.82956856337268
20.676421298307858,46.81184934816117
24.798073614216587,50.23416834486542
25.09936518607975,57.639265497014016
3.75344145313436,56.977752985751216
19.373619086609267,59.725497635165674
30.61478157708301,49.89535336612773
38.99812642076947,52.63345552564891
46.01987736236176,52.91415178113617
0.7784802922926715,48.26626615245248
21.194775961723856,49.264608768315206
45.49725605667042,52.33978484157855
32.997880943713476,48.75385443041918
16.50701638234568,59.19357091559223
32.99965295681023,53.5719045458716
15.019638830519478,43.31095568738622
16.489936574265617,50.729950926842236
37.404003544833095,42.61152580124927
49.00130087013736,50.10359413450761
20.845783242884735,37.70855343222486
12.355036811211933,47.44896497144505
7.63342570223945,52.48108736815702
12.95298566375921,51.49314897865064
13.816337418292512,42.730061662380876
49.93131332046251,42.29935559654039
13.155092694879505,57.29289653332856
20.420856686105893,45.96954684557932
47.96832999865807,47.31410726348376
41.40266105592782,58.892018566764065
10.85582083848422,48.837926331194645
17.43420475339016,43.878066846965204
38.65045490345905,44.54854236847933
34.02321781293075,53.20722285828479
41.59741709373234,55.470308821889965
31.833758324329875,42.053581644638136
11.401044240600228,48.90060927440504
21.833097215212216,46.305781158996275
8.074071056282945,65.00780571182746
27.391284715767828,44.985065030578475
16.739562239499268,53.34326770520322
7.955425733980564,44.75473094298085
10.236554126489267,47.44849275368601
9.742010302897192,58.444964446828585
14.544602936494734,45.44737140304631
18.082037570940024,50.46940667913235
7.349740794067072,51.620974675032265
1.9664650354505486,48.34432192701192
13.384749036161386,52.01412358270082
45.584735004343685,46.15452905520423
13.487025378817046,45.9643294599127
13.114203629538885,54.35273578320543
21.885412721256458,42.38292724266029
14.054486824908214,57.02952546037855
26.095706595516017,51.21560035338849
38.72605693125843,58.66994612724078
20.782627743836134,46.238341866103696
40.72438372343497,48.104861623534916
36.56376153435752,54.14065128180447
12.812398202597835,51.57032661658155
12.002323124915836,48.556856143471336
34.28314509788332,41.37012880546289
26.017660497480282,49.28942726001534
48.10900302808426,55.03952751156928
34.55863580205576,47.93663020430978
4.716284509577545,52.51272233805914
32.25368880194405,43.563181259358736
41.40767592544793,58.649620856171694
7.5709821558437636,47.44610240276506
36.168251393377155,52.872492984563436
4.600898975002288,41.948971007820745
26.014684113382163,49.95887192944242
33.97111775651616,45.52463186311962
11.594676360583623,50.745676958880615
29.18775314297547,48.38129908020586
42.315604163500296,57.49062737293843
41.647874564747745,49.68672886026251
6.658909332184831,53.492931036842386
37.99690829295515,43.434697213007276
